0.0089361,-0.29238,1
-0.0094027,-0.28162,1
-0.62004,0.076616,1
0.55502,-0.61274,1
0.22136,-0.24913,1
0.45547,0.19831,1
0.035903,-0.60357,1
0.24179,-0.21008,1
0.040733,0.10311,0
0.49249,0.15072,1
-0.16959,0.080942,1
-0.60328,0.035235,1
0.073038,0.10651,1
-0.16559,0.081364,0
-0.6506,0.18237,1
-0.26249,-0.40056,1
-0.65964,0.42561,1
-0.30602,-0.3601,1
-0.30716,0.66616,1
-0.52026,-0.11186,1
0.14369,0.49768,1
-0.47228,0.64949,1
0.36219,0.30384,1
-0.33008,0.66666,1
-0.10992,-0.071551,1
0.11973,0.067324,1
0.4152,0.24601,1
-0.40937,-0.25263,1
0.097025,0.053596,0
-0.093327,-0.061514,0
-0.036601,-0.10508,0
-0.17042,0.080271,1
0.045424,-0.2187,1
-0.5549,0.61282,1
-0.14913,0.050781,0
0.36816,-0.66573,1
0.21172,-0.24285,1
0.4446,0.21156,1
0.028535,-0.60029,1
0.23443,-0.19855,1
0.32929,-0.32953,1
0.63765,-0.13024,1
-0.037663,-0.56668,1
0.32957,-0.32935,1
-0.27702,0.28763,1
0.034237,0.5686,1
-0.58949,0.0055763,1
-0.28809,0.27764,1
0.019936,-0.26505,1
-0.022868,-0.23599,1
-0.65247,0.19149,1
0.54308,-0.62025,1
-0.2573,0.27349,1
-0.084134,0.62278,1
-0.47745,-0.17057,1
-0.26872,0.25045,1
0.59852,-0.57389,1
-0.037656,-0.56668,1
0.049798,-0.14861,0
0.14527,0.056614,1
0.29245,0.37299,1
-0.12036,-0.51438,1
0.1209,0.0042231,0
-0.010366,-0.27794,1
-0.27844,0.66448,1
-0.51272,-0.12273,1
0.13853,-0.19793,1
-0.083966,0.1659,0
-0.084993,0.16758,1
0.10452,-0.1423,0
-0.38873,0.66425,1
0.42131,-0.66032,1
-0.22455,-0.4337,1
0.34648,-0.66654,1
-0.29942,0.66582,1
-0.66357,0.26783,1
-0.041004,-0.10298,0
-0.09443,0.15357,0
-0.098957,0.17531,1
0.0028654,-0.31364,1
-0.19861,0.65384,1
0.065818,-0.61594,1
-0.097259,0.62735,1
-0.66568,0.29658,1
-0.16669,-0.48043,1
0.49554,-0.64214,1
-0.13909,-0.50104,1
-0.60637,0.042367,1
-0.43484,-0.22322,1
0.50675,-0.63791,1
-0.13929,-0.059082,1
-0.14637,0.10082,0
-0.151,0.20527,1
-0.17062,0.64802,1
-0.11907,-0.51528,1
-0.1437,0.040454,0
-0.12969,0.11642,0
0.17222,-0.078818,1
-0.65381,0.45534,1
0.15985,-0.070814,0
-0.21941,0.17443,1
0.66349,-0.3965,1
-0.56735,-0.036468,1
0.28908,-0.66524,1
0.518,0.11514,1
-0.56708,0.60403,1
0.60273,-0.033985,1
0.23505,-0.65978,1
0.47009,0.18001,1
0.34227,-0.66661,1
0.66216,-0.4081,1
0.60672,-0.56354,1
-0.1168,-0.068577,1
0.15105,0.054256,1
0.4581,0.19507,1
-0.44017,-0.21687,1
0.10643,0.033796,0
